id_cliente,zona,pais,tipo_de_producto,canal_de_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades,precio_unitario,coste_unitario,importe_venta_total,importe_coste_total
C2190,Europa,Macedonia,Domestico,Offline,Baja,44545,219083964,44566,668,668.27,502.54,446404.36,335696.72000000003
C2186,Africa,United Arab Emirates,Cosmeticos,Offline,Alta,44451,218665540,44488,6847,437.2,263.33,2993508.4,1803020.5099999998
C1347,Africa,Qatar,Cereales,Offline,Alta,44133,134709823,44160,2485,205.7,117.11,511164.5,291018.35
C1750,Africa,Iraq,Verduras,Online,Alta,44382,175078141,44413,8367,154.06,90.93,1289020.02,760811.31
C6179,Europa,Kosovo,Material de oficina,Online,Baja,44568,617944324,44596,2312,651.21,524.96,1505597.52,1213707.52
C4617,Asia,Bhutan,Cosmeticos,Offline,Critica,44208,461794698,44218,4168,437.2,263.33,1822249.5999999999,1097559.44
C5754,Centroamerica y Caribe,Cuba,Ropa,Offline,Alta,44532,575428092,44540,815,109.28,35.84,89063.2,29209.600000000002
C5479,Norteamerica,Mexico,Alimento infantil,Online,Media,44829,547955834,44843,1163,255.28,159.42,296890.64,185405.46
C9388,Africa,Cote d'Ivoire,Bebida,Online,Media,44013,938801753,44024,1156,47.45,31.79,54852.200000000004,36749.24
C1277,Africa,Nigeria,Cereales,Offline,Alta,44275,127702176,44318,8767,205.7,117.11,1803371.9,1026703.37
C1647,Australia y Oceania,Vanuatu,Material de oficina,Offline,Alta,44303,164705932,44347,9000,651.21,524.96,5860890,4724640
C9201,Africa,Kuwait,Verduras,Offline,Baja,43971,920174348,43981,8893,154.06,90.93,1370055.58,808640.4900000001
C5347,Africa,Namibia,Carnicos,Offline,Media,44868,534781253,44895,2512,421.89,364.69,1059787.68,916101.28
C3695,Africa,Egypt,Verduras,Online,Baja,44555,369512975,44597,5955,154.06,90.93,917427.3,541488.15
C9556,Africa,Swaziland,Frutas,Offline,Critica,44392,955668342,44434,2354,9.33,6.92,21962.82,16289.68
C6448,Centroamerica y Caribe,Antigua and Barbuda,Carnicos,Offline,Critica,44842,644858682,44869,6869,421.89,364.69,2897962.4099999997,2505055.61
C5590,Asia,Sri Lanka,Verduras,Offline,Alta,43905,559007823,43939,1692,154.06,90.93,260669.52,153853.56
C5403,Europa,Liechtenstein,Bebida,Offline,Media,43905,540352094,43920,1047,47.45,31.79,49680.15,33284.13
C5014,Africa,Angola,Material de oficina,Online,Critica,44701,501440322,44711,6189,651.21,524.96,4030338.6900000004,3248977.4400000004
C8751,Asia,Brunei,Domestico,Offline,Critica,44212,875133836,44233,404,668.27,502.54,269981.08,203026.16
C3646,Australia y Oceania,Samoa,Ropa,Offline,Critica,44158,364606463,44198,4010,109.28,35.84,438212.8,143718.40000000002
C8933,Australia y Oceania,Marshall Islands,Frutas,Online,Baja,44316,893344533,44336,9354,9.33,6.92,87272.82,64729.68
C8551,Africa,Democratic Republic of the Congo,Frutas,Online,Critica,44089,855146872,44094,5818,9.33,6.92,54281.94,40260.56
C9641,Australia y Oceania,Tonga,Cosmeticos,Online,Critica,44073,964124810,44074,4811,437.2,263.33,2103369.1999999997,1266880.63
C2047,Africa,Mozambique,Snacks,Offline,Critica,44484,204702174,44486,4777,152.58,97.44,728874.66,465470.88
C7816,Africa,Kuwait,Carnicos,Online,Media,44645,781615293,44661,6189,421.89,364.69,2611077.21,2257066.41
C4699,Europa,Romania,Bebida,Offline,Alta,44546,469912993,44583,6552,47.45,31.79,310892.4,208288.08
C2649,Africa,South Sudan,Cosmeticos,Online,Critica,44325,264956605,44351,5402,437.2,263.33,2361754.4,1422508.66
C3324,Asia,Malaysia,Snacks,Offline,Critica,44786,332419955,44816,9307,152.58,97.44,1420062.06,906874.08
C4582,Centroamerica y Caribe,Costa Rica,Snacks,Offline,Media,44795,458289372,44803,6864,152.58,97.44,1047309.1200000001,668828.16
C4988,Europa,Croatia,Cuidado personal,Online,Alta,43886,498863685,43898,3705,81.73,56.67,302809.65,209962.35
C8307,Asia,Nepal,Bebida,Offline,Baja,44870,830754220,44872,7490,47.45,31.79,355400.5,238107.1
C1008,Asia,Tajikistan,Alimento infantil,Online,Alta,43922,100884807,43951,2911,255.28,159.42,743120.08,464071.61999999994
C1764,Europa,Serbia,Carnicos,Offline,Alta,44668,176491773,44675,6692,421.89,364.69,2823287.88,2440505.48
C2951,Africa,Angola,Carnicos,Offline,Baja,44099,295123946,44138,2589,421.89,364.69,1092273.21,944182.41
C2146,Asia,Japan,Cuidado personal,Online,Baja,44568,214642655,44606,6386,81.73,56.67,521927.78,361894.62
C6632,Europa,Iceland,Carnicos,Online,Media,43882,663221728,43891,903,421.89,364.69,380966.67,329315.07
C1893,Europa,Cyprus,Ropa,Offline,Media,44167,189347493,44186,986,109.28,35.84,107750.08,35338.240000000005
C1118,Australia y Oceania,East Timor,Bebida,Offline,Alta,44042,111818778,44066,8516,47.45,31.79,404084.2,270723.64
C4697,Asia,Tajikistan,Material de oficina,Online,Baja,44364,469746911,44405,7405,651.21,524.96,4822210.05,3887328.8000000003
C4725,Africa,Somalia,Domestico,Online,Critica,44568,472555720,44595,8594,668.27,502.54,5743112.38,4318828.76
C7499,Europa,Spain,Ropa,Offline,Alta,44236,749981534,44238,5057,109.28,35.84,552628.96,181242.88
C2020,Europa,Sweden,Cereales,Online,Critica,44663,202073180,44689,6799,205.7,117.11,1398554.2999999998,796230.89
C9491,Africa,Ethiopia,Domestico,Offline,Baja,44161,949191987,44180,5857,668.27,502.54,3914057.3899999997,2943376.7800000003
C6820,Asia,Turkmenistan,Cuidado personal,Offline,Baja,44838,682011783,44879,1297,81.73,56.67,106003.81000000001,73500.99
C3115,Europa,Malta,Ropa,Online,Baja,44779,311518895,44794,4219,109.28,35.84,461052.32,151208.96000000002
C8190,Africa,Malawi,Cosmeticos,Offline,Baja,44820,819012153,44822,2751,437.2,263.33,1202737.2,724420.83
C1061,Europa,Czech Republic,Material de oficina,Offline,Critica,43859,106102883,43889,7056,651.21,524.96,4594937.760000001,3704117.7600000002
C6447,Europa,Netherlands,Carnicos,Offline,Media,44595,644714915,44602,4325,421.89,364.69,1824674.25,1577284.25
C9270,Europa,Sweden,Bebida,Offline,Baja,44653,927084577,44667,3783,47.45,31.79,179503.35,120261.56999999999
C4157,Africa,Saudi Arabia,Verduras,Online,Critica,44414,415760695,44426,1684,154.06,90.93,259437.04,153126.12000000002
C8936,Africa,Turkey,Cereales,Online,Media,44406,893604600,44437,6314,205.7,117.11,1298789.7999999998,739432.54
C6137,Centroamerica y Caribe,Dominican Republic,Ropa,Offline,Baja,44785,613790118,44822,2991,109.28,35.84,326856.48,107197.44000000002
C1498,Asia,Uzbekistan,Cuidado personal,Offline,Alta,44804,149803578,44811,9063,81.73,56.67,740718.99,513600.21
C1454,Africa,Kuwait,Snacks,Offline,Media,44391,145443809,44403,8910,152.58,97.44,1359487.8,868190.4
C8648,Australia y Oceania,Federated States of Micronesia,Ropa,Offline,Critica,44660,864822137,44692,8943,109.28,35.84,977291.04,320517.12000000005
C8423,Australia y Oceania,Samoa,Material de oficina,Online,Alta,44265,842362391,44300,2606,651.21,524.96,1697053.26,1368045.76
C9328,Africa,Eritrea,Snacks,Online,Baja,44092,932800900,44095,5370,152.58,97.44,819354.6000000001,523252.8
C2611,Asia,Singapore,Alimento infantil,Online,Alta,44654,261186492,44664,9742,255.28,159.42,2486937.7600000002,1553069.64
C2728,Africa,Mauritania,Domestico,Offline,Media,44523,272880494,44561,257,668.27,502.54,171745.38999999998,129152.78
C6835,Asia,Bhutan,Ropa,Online,Alta,43981,683556735,43990,8483,109.28,35.84,927022.24,304030.72000000003
C8292,Africa,Republic of the Congo,Bebida,Online,Baja,44505,829201543,44515,8018,47.45,31.79,380454.10000000003,254892.22
C1161,Europa,Germany,Bebida,Online,Media,44061,116113746,44075,9493,47.45,31.79,450442.85000000003,301782.47
C2709,Africa,Tunisia,Cereales,Offline,Media,43896,270904672,43904,5567,205.7,117.11,1145131.9,651951.37
C3904,Asia,Myanmar,Cereales,Offline,Media,43837,390498149,43856,5935,205.7,117.11,1220829.5,695047.85
C9921,Europa,Romania,Cosmeticos,Offline,Media,43858,992130506,43893,2319,437.2,263.33,1013866.7999999999,610662.27
C8633,Europa,Greece,Snacks,Offline,Critica,44602,863350570,44634,3474,152.58,97.44,530062.92,338506.56
C2120,Africa,Benin,Cosmeticos,Offline,Baja,44770,212019670,44771,187,437.2,263.33,81756.4,49242.71
C2163,Centroamerica y Caribe,Jamaica,Material de oficina,Online,Critica,44778,216311633,44800,274,651.21,524.96,178431.54,143839.04
C7747,Europa,Liechtenstein,Domestico,Online,Alta,44141,774712789,44176,3585,668.27,502.54,2395747.9499999997,1801605.9000000001
C9560,Norteamerica,Greenland,Alimento infantil,Online,Critica,44091,956021964,44112,6999,255.28,159.42,1786704.72,1115780.5799999998
C3493,Europa,Romania,Cosmeticos,Online,Alta,43916,349350488,43940,9428,437.2,263.33,4121921.6,2482675.2399999998
C4141,Asia,China,Cosmeticos,Online,Alta,44618,414122188,44643,6813,437.2,263.33,2978643.6,1794067.2899999998
C4300,Australia y Oceania,East Timor,Domestico,Offline,Baja,44213,430073392,44232,7129,668.27,502.54,4764096.83,3582607.66
C6472,Europa,Albania,Cuidado personal,Online,Media,44518,647252929,44558,5380,81.73,56.67,439707.4,304884.60000000003
C9360,Asia,Laos,Frutas,Offline,Alta,44367,936022126,44401,8602,9.33,6.92,80256.66,59525.84
C3370,Africa,Central African Republic,Material de oficina,Offline,Baja,44303,337054812,44340,864,651.21,524.96,562645.4400000001,453565.44000000006
C2113,Europa,Netherlands,Carnicos,Offline,Critica,43975,211337316,44020,8263,421.89,364.69,3486077.07,3013433.47
C1901,Australia y Oceania,Solomon Islands,Snacks,Offline,Media,44742,190168464,44788,3929,152.58,97.44,599486.8200000001,382841.76
C4251,Africa,Seychelles,Ropa,Offline,Media,43937,425159585,43977,3024,109.28,35.84,330462.72000000003,108380.16
C2382,Asia,Kazakhstan,Carnicos,Online,Baja,44780,238234508,44794,7740,421.89,364.69,3265428.6,2822700.6
C3716,Europa,Hungary,Cosmeticos,Offline,Alta,44373,371629559,44393,2300,437.2,263.33,1005560,605659
C7378,Asia,Laos,Alimento infantil,Offline,Baja,44664,737893569,44711,7960,255.28,159.42,2032028.8,1268983.2
C8698,Africa,Yemen,Ropa,Online,Critica,44617,869887864,44666,8005,109.28,35.84,874786.4,286899.2
C3707,Europa,Russia,Cuidado personal,Offline,Alta,43862,370786273,43877,2753,81.73,56.67,225002.69,156012.51
C2640,Asia,Philippines,Cereales,Offline,Alta,44265,264075124,44266,4552,205.7,117.11,936346.3999999999,533084.72
C7435,Australia y Oceania,Marshall Islands,Frutas,Online,Baja,44187,743553245,44187,2783,9.33,6.92,25965.39,19258.36
C7233,Africa,Burkina Faso,Cuidado personal,Online,Critica,44220,723331964,44238,8857,81.73,56.67,723882.61,501926.19
C9878,Europa,Kosovo,Snacks,Offline,Media,44584,987835109,44633,1215,152.58,97.44,185384.7,118389.59999999999
C1417,Asia,North Korea,Material de oficina,Offline,Alta,44599,141799008,44648,333,651.21,524.96,216852.93000000002,174811.68000000002
C4602,Asia,Bhutan,Snacks,Online,Alta,44256,460272490,44271,3713,152.58,97.44,566529.54,361794.72
C2386,Europa,Switzerland,Material de oficina,Offline,Media,44737,238616883,44744,893,651.21,524.96,581530.53,468789.28
C5425,Africa,Libya,Cuidado personal,Offline,Alta,44759,542506015,44780,8440,81.73,56.67,689801.2000000001,478294.8
C2579,Centroamerica y Caribe,Honduras,Verduras,Online,Alta,44231,257926213,44250,4953,154.06,90.93,763059.18,450376.29000000004
C1411,Africa,Benin,Alimento infantil,Online,Media,44775,141176307,44824,6061,255.28,159.42,1547252.08,966244.6199999999
C5688,Africa,Egypt,Carnicos,Online,Media,43982,568867623,44004,9426,421.89,364.69,3976735.1399999997,3437567.94
C1879,Europa,Cyprus,Bebida,Online,Media,44291,187923991,44333,9740,47.45,31.79,462163,309634.6
C8655,Africa,Morocco,Cereales,Online,Alta,44108,865581738,44127,3726,205.7,117.11,766438.2,436351.86
C9393,Europa,Estonia,Bebida,Offline,Alta,44600,939389693,44607,5140,47.45,31.79,243893.00000000003,163400.6
C1672,Asia,South Korea,Alimento infantil,Online,Critica,43945,167209184,43967,9768,255.28,159.42,2493575.04,1557214.5599999998
C1772,Asia,Vietnam,Cosmeticos,Online,Media,44124,177214038,44141,427,437.2,263.33,186684.4,112441.90999999999
C4178,Africa,Syria,Snacks,Offline,Alta,44133,417890584,44141,1965,152.58,97.44,299819.7,191469.6
C4080,Europa,Luxembourg,Ropa,Online,Baja,44678,408037650,44678,6263,109.28,35.84,684420.64,224465.92
C1867,Centroamerica y Caribe,Cuba,Cosmeticos,Online,Alta,44528,186766564,44542,7232,437.2,263.33,3161830.4,1904402.5599999998
C7635,Asia,Maldives,Carnicos,Offline,Alta,44162,763501155,44167,5813,421.89,364.69,2452446.57,2119942.97
C9679,Asia,Taiwan,Bebida,Online,Media,44206,967977750,44249,4982,47.45,31.79,236395.90000000002,158377.78
C6002,Europa,Bosnia and Herzegovina,Snacks,Offline,Critica,43868,600245177,43904,4742,152.58,97.44,723534.3600000001,462060.48
C8806,Africa,Afghanistan,Cosmeticos,Offline,Baja,44589,880664765,44595,7129,437.2,263.33,3116798.8,1877279.5699999998
C3999,Norteamerica,Canada,Cereales,Online,Media,44306,399910342,44320,1212,205.7,117.11,249308.4,141937.32
C9689,Africa,Qatar,Carnicos,Offline,Media,44231,968968236,44263,8088,421.89,364.69,3412246.32,2949612.72
C8691,Europa,Malta,Verduras,Offline,Baja,44159,869137275,44180,5889,154.06,90.93,907259.34,535486.77
C7020,Africa,Bahrain,Verduras,Online,Critica,44031,702028787,44037,4773,154.06,90.93,735328.38,434008.89
C2395,Africa,Zambia,Frutas,Offline,Baja,44458,239566600,44459,1935,9.33,6.92,18053.55,13390.2
C6739,Asia,Bangladesh,Ropa,Online,Critica,44109,673987042,44142,6598,109.28,35.84,721029.4400000001,236472.32000000004
C5678,Africa,Egypt,Carnicos,Offline,Media,44409,567838943,44422,5017,421.89,364.69,2116622.13,1829649.73
C8039,Asia,Japan,Ropa,Online,Critica,44843,803983628,44866,5477,109.28,35.84,598526.56,196295.68000000002
C5355,Centroamerica y Caribe,Jamaica,Cosmeticos,Offline,Media,44521,535594928,44547,3296,437.2,263.33,1441011.2,867935.6799999999
C3361,Africa,Namibia,Alimento infantil,Online,Media,44787,336159169,44790,5823,255.28,159.42,1486495.44,928302.6599999999
C8494,Australia y Oceania,Federated States of Micronesia,Carnicos,Offline,Critica,44521,849475181,44542,7438,421.89,364.69,3138017.82,2712564.22
C5396,Africa,Iran,Ropa,Offline,Media,44840,539654290,44852,4552,109.28,35.84,497442.56,163143.68000000002
C6411,Asia,Malaysia,Cereales,Online,Alta,44397,641120326,44442,606,205.7,117.11,124654.2,70968.66
C2086,Asia,Tajikistan,Verduras,Offline,Critica,44078,208609616,44079,1076,154.06,90.93,165768.56,97840.68000000001
C1671,Africa,Iran,Carnicos,Offline,Alta,44397,167170989,44399,8465,421.89,364.69,3571298.85,3087100.85
C1621,Australia y Oceania,Samoa,Carnicos,Online,Critica,43924,162165772,43957,7311,421.89,364.69,3084437.79,2666248.59
C8092,Africa,Botswana,Cosmeticos,Online,Critica,43987,809267795,44002,9179,437.2,263.33,4013058.8,2417106.07
C5444,Europa,Austria,Alimento infantil,Online,Critica,43973,544463384,44007,7669,255.28,159.42,1957742.32,1222591.98
C5740,Africa,Syria,Bebida,Online,Alta,43938,574051368,43952,3411,47.45,31.79,161851.95,108435.69
C8246,Africa,Senegal,Frutas,Online,Critica,44084,824643075,44127,9066,9.33,6.92,84585.78,62736.72
C3931,Africa,Mauritius,Cuidado personal,Offline,Media,44238,393162333,44284,4326,81.73,56.67,353563.98000000004,245154.42
C6968,Africa,Cote d'Ivoire,Frutas,Online,Alta,44375,696845471,44385,915,9.33,6.92,8536.95,6331.8
C5232,Centroamerica y Caribe,Belize,Ropa,Offline,Alta,44092,523241317,44107,7588,109.28,35.84,829216.64,271953.92000000004
C9802,Africa,Morocco,Cereales,Offline,Baja,44180,980211198,44180,5131,205.7,117.11,1055446.7,600891.41
C5459,Australia y Oceania,Australia,Domestico,Online,Baja,44009,545928943,44053,1361,668.27,502.54,909515.47,683956.9400000001
C9188,Africa,Senegal,Verduras,Online,Baja,44140,918880879,44178,6127,154.06,90.93,943925.62,557128.11
C2678,Centroamerica y Caribe,Antigua and Barbuda,Verduras,Offline,Alta,44760,267865836,44772,6308,154.06,90.93,971810.48,573586.4400000001
C8819,Europa,Poland,Material de oficina,Online,Alta,44112,881995141,44124,817,651.21,524.96,532038.5700000001,428892.32
C6206,Europa,Kosovo,Cuidado personal,Online,Critica,44244,620692622,44261,5595,81.73,56.67,457279.35000000003,317068.65
C5636,Asia,Malaysia,Carnicos,Online,Media,44215,563694608,44238,8616,421.89,364.69,3635004.2399999998,3142169.04
C9610,Centroamerica y Caribe,Guatemala,Bebida,Online,Alta,44799,961049926,44813,4885,47.45,31.79,231793.25,155294.15
C7831,Australia y Oceania,Vanuatu,Material de oficina,Online,Baja,44828,783119904,44864,1437,651.21,524.96,935788.77,754367.52
C8705,Centroamerica y Caribe,Nicaragua,Cuidado personal,Online,Alta,44847,870578372,44871,2341,81.73,56.67,191329.93000000002,132664.47
C7844,Africa,Lesotho,Snacks,Offline,Media,44503,784411656,44529,3695,152.58,97.44,563783.1000000001,360040.8
C1559,Asia,Turkmenistan,Domestico,Offline,Critica,44114,155918586,44142,8629,668.27,502.54,5766501.83,4336417.66
C9367,Africa,Saudi Arabia,Cosmeticos,Offline,Critica,44142,936710488,44173,2304,437.2,263.33,1007308.7999999999,606712.32
C6487,Asia,Japan,Snacks,Online,Media,44675,648711192,44697,6912,152.58,97.44,1054632.9600000002,673505.28
C9341,Europa,Latvia,Domestico,Online,Critica,43862,934157025,43864,6678,668.27,502.54,4462707.06,3355962.12
C8055,Norteamerica,Greenland,Ropa,Online,Critica,44692,805596816,44704,2855,109.28,35.84,311994.4,102323.20000000001
C6958,Centroamerica y Caribe,Costa Rica,Cereales,Online,Alta,44042,695891892,44046,8730,205.7,117.11,1795761,1022370.3
C2082,Asia,Japan,Cuidado personal,Offline,Baja,44675,208216083,44694,4621,81.73,56.67,377674.33,261872.07
C3660,Europa,Cyprus,Cereales,Offline,Critica,44280,366055715,44291,2875,205.7,117.11,591387.5,336691.25
C4632,Africa,Pakistan,Carnicos,Online,Baja,44350,463209617,44374,2874,421.89,364.69,1212511.8599999999,1048119.0599999999
C3137,Europa,Monaco,Cosmeticos,Online,Media,44433,313789117,44446,6028,437.2,263.33,2635441.6,1587353.24
C7022,Asia,China,Cereales,Offline,Critica,44748,702218043,44771,779,205.7,117.11,160240.3,91228.69
C2332,Australia y Oceania,New Zealand,Carnicos,Online,Alta,44618,233232724,44628,7601,421.89,364.69,3206785.8899999997,2772008.69
C2818,Centroamerica y Caribe,Guatemala,Alimento infantil,Offline,Baja,44032,281881988,44054,3999,255.28,159.42,1020864.72,637520.58
C9435,Africa,Libya,Snacks,Online,Media,44171,943527162,44187,9509,152.58,97.44,1450883.2200000002,926556.96
C5838,Europa,Liechtenstein,Carnicos,Offline,Media,44797,583842074,44838,699,421.89,364.69,294901.11,254918.31
C7888,Africa,Democratic Republic of the Congo,Alimento infantil,Online,Alta,44776,788813054,44782,6167,255.28,159.42,1574311.76,983143.1399999999
C5147,Asia,Mongolia,Cuidado personal,Online,Critica,44685,514738929,44697,1543,81.73,56.67,126109.39,87441.81
C1382,Europa,Bosnia and Herzegovina,Frutas,Offline,Media,44203,138231027,44224,4487,9.33,6.92,41863.71,31050.04
C1062,Centroamerica y Caribe,Cuba,Cereales,Online,Critica,44725,106213176,44757,9694,205.7,117.11,1994055.7999999998,1135264.34
C4859,Asia,Bhutan,Snacks,Offline,Media,44657,485921704,44666,3885,152.58,97.44,592773.3,378554.39999999997
C5149,Asia,Laos,Material de oficina,Online,Alta,44122,514905440,44126,817,651.21,524.96,532038.5700000001,428892.32
C8510,Asia,Turkmenistan,Cuidado personal,Online,Baja,44431,851025712,44466,6275,81.73,56.67,512855.75,355604.25
C4224,Australia y Oceania,Papua New Guinea,Alimento infantil,Offline,Baja,44432,422456347,44434,3076,255.28,159.42,785241.28,490375.92
C4776,Africa,Qatar,Cosmeticos,Offline,Alta,44164,477683675,44188,6069,437.2,263.33,2653366.8,1598149.77
C5355,Australia y Oceania,Palau,Ropa,Online,Baja,44335,535506522,44341,7135,109.28,35.84,779712.8,255718.40000000002
C6350,Asia,Philippines,Cereales,Online,Baja,44757,635036218,44773,184,205.7,117.11,37848.799999999996,21548.24
C8856,Australia y Oceania,Papua New Guinea,Carnicos,Offline,Baja,44865,885696589,44876,6158,421.89,364.69,2597998.62,2245761.02
C1172,Africa,Liberia,Verduras,Offline,Baja,44241,117223966,44252,8031,154.06,90.93,1237255.86,730258.8300000001
C8296,Africa,Iran,Ropa,Offline,Alta,44181,829667174,44205,5809,109.28,35.84,634807.52,208194.56000000003
C6433,Centroamerica y Caribe,Guatemala,Bebida,Offline,Critica,44040,643387544,44063,1527,47.45,31.79,72456.15000000001,48543.33
C8490,Australia y Oceania,Tuvalu,Snacks,Offline,Baja,43839,849058902,43855,4252,152.58,97.44,648770.16,414314.88
C5576,Asia,Philippines,Material de oficina,Offline,Baja,44792,557667577,44819,5083,651.21,524.96,3310100.43,2668371.68
C7505,Asia,Singapore,Ropa,Offline,Critica,44607,750512397,44624,2151,109.28,35.84,235061.28,77091.84000000001
C2292,Asia,Laos,Verduras,Online,Media,44268,229204690,44280,5616,154.06,90.93,865200.96,510662.88000000006
C5656,Europa,Montenegro,Frutas,Offline,Alta,44387,565668284,44411,2671,9.33,6.92,24920.43,18483.32
C2521,Centroamerica y Caribe,Barbados,Snacks,Offline,Media,44674,252139508,44704,2538,152.58,97.44,387248.04000000004,247302.72
C5511,Africa,Egypt,Snacks,Offline,Alta,44470,551167190,44513,1474,152.58,97.44,224902.92,143626.56
C5456,Africa,Sudan,Domestico,Offline,Critica,44302,545612657,44345,7765,668.27,502.54,5189116.55,3902223.1
C2886,Africa,Democratic Republic of the Congo,Snacks,Offline,Baja,44323,288649737,44367,6727,152.58,97.44,1026405.66,655478.88
C3537,Centroamerica y Caribe,Cuba,Cuidado personal,Online,Baja,44834,353764760,44861,5709,81.73,56.67,466596.57,323529.03
C4847,Africa,Ghana,Frutas,Offline,Media,44717,484756553,44726,9091,9.33,6.92,84819.03,62909.72
C9457,Europa,Poland,Bebida,Online,Media,44042,945736443,44063,3285,47.45,31.79,155873.25,104430.15
C2711,Africa,Saudi Arabia,Bebida,Offline,Baja,44594,271128261,44627,1732,47.45,31.79,82183.40000000001,55060.28
C2156,Centroamerica y Caribe,Barbados,Alimento infantil,Offline,Baja,44130,215668332,44156,9907,255.28,159.42,2529058.96,1579373.94
C8044,Europa,Bosnia and Herzegovina,Frutas,Online,Alta,44205,804405486,44228,314,9.33,6.92,2929.62,2172.88
C7827,Africa,Lebanon,Carnicos,Online,Media,44434,782701051,44440,7489,421.89,364.69,3159534.21,2731163.41
C7662,Europa,Latvia,Domestico,Offline,Critica,44058,766228854,44107,3000,668.27,502.54,2004810,1507620
C9909,Australia y Oceania,Australia,Frutas,Online,Media,44551,990975224,44588,445,9.33,6.92,4151.85,3079.4
C8632,Africa,Jordan,Cereales,Online,Media,43881,863238990,43924,455,205.7,117.11,93593.5,53285.05
C3096,Europa,United Kingdom,Cuidado personal,Offline,Media,44338,309631478,44343,5690,81.73,56.67,465043.7,322452.3
C2270,Centroamerica y Caribe,Haiti,Verduras,Offline,Baja,44705,227076518,44755,5843,154.06,90.93,900172.58,531303.99
C2328,Asia,South Korea,Cuidado personal,Online,Critica,43913,232810437,43927,2637,81.73,56.67,215522.01,149438.79
C9143,Africa,Niger,Bebida,Online,Critica,44691,914382064,44718,4827,47.45,31.79,229041.15000000002,153450.33
C6796,Africa,Mozambique,Verduras,Online,Critica,44698,679652726,44725,3200,154.06,90.93,492992,290976
C7067,Europa,Armenia,Cereales,Online,Baja,44349,706796252,44393,5572,205.7,117.11,1146160.4,652536.92
C8942,Europa,Iceland,Frutas,Online,Media,44204,894298970,44222,1793,9.33,6.92,16728.69,12407.56
C3109,Centroamerica y Caribe,Panama,Bebida,Online,Baja,44449,310959708,44481,8743,47.45,31.79,414855.35000000003,277939.97
C3458,Europa,Switzerland,Bebida,Offline,Baja,44374,345889794,44402,5331,47.45,31.79,252955.95,169472.49
C6585,Africa,Mauritius,Frutas,Online,Alta,43936,658513057,43974,7502,9.33,6.92,69993.66,51913.84
C5285,Europa,Andorra,Material de oficina,Online,Media,44283,528565824,44289,3228,651.21,524.96,2102105.88,1694570.8800000001
C2060,Asia,Bangladesh,Material de oficina,Online,Alta,44102,206096923,44119,7514,651.21,524.96,4893191.94,3944549.4400000004
C4614,Australia y Oceania,Tonga,Ropa,Online,Baja,44311,461467683,44327,7397,109.28,35.84,808344.16,265108.48000000004
C3353,Centroamerica y Caribe,Jamaica,Bebida,Online,Alta,44412,335351932,44452,6944,47.45,31.79,329492.80000000005,220749.75999999998
C2887,Africa,Israel,Verduras,Online,Media,44053,288735997,44088,2253,154.06,90.93,347097.18,204865.29
C8529,Europa,France,Cuidado personal,Offline,Critica,44595,852918708,44634,6454,81.73,56.67,527485.42,365748.18
C3795,Africa,Benin,Snacks,Offline,Critica,44411,379511392,44411,4709,152.58,97.44,718499.2200000001,458844.95999999996
C8904,Asia,Philippines,Verduras,Offline,Media,44636,890437877,44644,9210,154.06,90.93,1418892.6,837465.3
C4279,Europa,Slovakia,Frutas,Offline,Alta,44460,427934491,44473,4180,9.33,6.92,38999.4,28925.6
C7045,Asia,Laos,Domestico,Offline,Alta,44786,704550063,44791,875,668.27,502.54,584736.25,439722.5
C3531,Australia y Oceania,Nauru,Carnicos,Online,Critica,44577,353145921,44615,2580,421.89,364.69,1088476.2,940900.2
C7768,Africa,Benin,Snacks,Online,Media,44509,776895892,44509,9614,152.58,97.44,1466904.12,936788.16
C2992,Centroamerica y Caribe,Guatemala,Verduras,Online,Critica,44361,299286305,44411,4323,154.06,90.93,666001.38,393090.39
C9141,Centroamerica y Caribe,Belize,Snacks,Online,Alta,44578,914115989,44604,6090,152.58,97.44,929212.2000000001,593409.6
C6354,Africa,Tunisia,Alimento infantil,Offline,Critica,44711,635496270,44747,6323,255.28,159.42,1614135.44,1008012.6599999999
C2478,Africa,Republic of the Congo,Carnicos,Offline,Alta,43934,247850978,43959,3467,421.89,364.69,1462692.63,1264380.23
C1559,Australia y Oceania,Kiribati,Ropa,Offline,Baja,44702,155916440,44752,7994,109.28,35.84,873584.3200000001,286504.96
C8347,Europa,Albania,Verduras,Offline,Baja,43872,834741485,43878,7410,154.06,90.93,1141584.6,673791.3
C5796,Australia y Oceania,Palau,Carnicos,Online,Baja,44714,579687440,44717,1250,421.89,364.69,527362.5,455862.5
C4564,Africa,Angola,Cuidado personal,Online,Alta,43857,456428134,43896,6083,81.73,56.67,497163.59,344723.61
C2509,Africa,Swaziland,Snacks,Offline,Media,44343,250949895,44366,505,152.58,97.44,77052.90000000001,49207.2
C7195,Centroamerica y Caribe,Barbados,Verduras,Online,Baja,44660,719551551,44665,149,154.06,90.93,22954.94,13548.570000000002
C4388,Europa,Sweden,Cosmeticos,Online,Critica,44489,438844430,44537,2674,437.2,263.33,1169072.8,704144.4199999999
C7557,Africa,Zambia,Verduras,Online,Critica,44180,755752360,44230,2773,154.06,90.93,427208.38,252148.89
C8375,Africa,Sierra Leone,Ropa,Online,Critica,44228,837511670,44255,7169,109.28,35.84,783428.3200000001,256936.96000000002
