id_cliente,zona,pais,tipo_de_producto,canal_de_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades,precio_unitario,coste_unitario,importe_venta_total,importe_coste_total
c8933,australia y oceania,marshall islands,frutas,online,baja,44316,893344533,44336,9354,9.33,6.92,87272.82,64729.68
c8551,africa,democratic republic of the congo,frutas,online,critica,44089,855146872,44094,5818,9.33,6.92,54281.94,40260.56
c9641,australia y oceania,tonga,cosmeticos,online,critica,44073,964124810,44074,4811,437.2,263.33,2103369.1999999997,1266880.63
c2047,africa,mozambique,snacks,offline,critica,44484,204702174,44486,4777,152.58,97.44,728874.66,465470.88
c7816,africa,kuwait,carnicos,online,media,44645,781615293,44661,6189,421.89,364.69,2611077.21,2257066.41
c4699,europa,romania,bebida,offline,alta,44546,469912993,44583,6552,47.45,31.79,310892.4,208288.08
c2649,africa,south sudan,cosmeticos,online,critica,44325,264956605,44351,5402,437.2,263.33,2361754.4,1422508.66
c3324,asia,malaysia,snacks,offline,critica,44786,332419955,44816,9307,152.58,97.44,1420062.06,906874.08
c4582,centroamerica y caribe,costa rica,snacks,offline,media,44795,458289372,44803,6864,152.58,97.44,1047309.1200000001,668828.16
c4988,europa,croatia,cuidado personal,online,alta,43886,498863685,43898,3705,81.73,56.67,302809.65,209962.35
c8307,asia,nepal,bebida,offline,baja,44870,830754220,44872,7490,47.45,31.79,355400.5,238107.1
c1008,asia,tajikistan,alimento infantil,online,alta,43922,100884807,43951,2911,255.28,159.42,743120.08,464071.61999999994
c1764,europa,serbia,carnicos,offline,alta,44668,176491773,44675,6692,421.89,364.69,2823287.88,2440505.48
c2951,africa,angola,carnicos,offline,baja,44099,295123946,44138,2589,421.89,364.69,1092273.21,944182.41
c2146,asia,japan,cuidado personal,online,baja,44568,214642655,44606,6386,81.73,56.67,521927.78,361894.62
c6632,europa,iceland,carnicos,online,media,43882,663221728,43891,903,421.89,364.69,380966.67,329315.07
c1893,europa,cyprus,ropa,offline,media,44167,189347493,44186,986,109.28,35.84,107750.08,35338.240000000005
c1118,australia y oceania,east timor,bebida,offline,alta,44042,111818778,44066,8516,47.45,31.79,404084.2,270723.64
c4697,asia,tajikistan,material de oficina,online,baja,44364,469746911,44405,7405,651.21,524.96,4822210.05,3887328.8000000003
c4725,africa,somalia,domestico,online,critica,44568,472555720,44595,8594,668.27,502.54,5743112.38,4318828.76
c7499,europa,spain,ropa,offline,alta,44236,749981534,44238,5057,109.28,35.84,552628.96,181242.88
c2020,europa,sweden,cereales,online,critica,44663,202073180,44689,6799,205.7,117.11,1398554.2999999998,796230.89
c9491,africa,ethiopia,domestico,offline,baja,44161,949191987,44180,5857,668.27,502.54,3914057.3899999997,2943376.7800000003
c6820,asia,turkmenistan,cuidado personal,offline,baja,44838,682011783,44879,1297,81.73,56.67,106003.81000000001,73500.99
c3115,europa,malta,ropa,online,baja,44779,311518895,44794,4219,109.28,35.84,461052.32,151208.96000000002
c8190,africa,malawi,cosmeticos,offline,baja,44820,819012153,44822,2751,437.2,263.33,1202737.2,724420.83
c1061,europa,czech republic,material de oficina,offline,critica,43859,106102883,43889,7056,651.21,524.96,4594937.760000001,3704117.7600000002
c6447,europa,netherlands,carnicos,offline,media,44595,644714915,44602,4325,421.89,364.69,1824674.25,1577284.25
c9270,europa,sweden,bebida,offline,baja,44653,927084577,44667,3783,47.45,31.79,179503.35,120261.56999999999
c4157,africa,saudi arabia,verduras,online,critica,44414,415760695,44426,1684,154.06,90.93,259437.04,153126.12000000002
c8936,africa,turkey,cereales,online,media,44406,893604600,44437,6314,205.7,117.11,1298789.7999999998,739432.54
c6137,centroamerica y caribe,dominican republic,ropa,offline,baja,44785,613790118,44822,2991,109.28,35.84,326856.48,107197.44000000002
c1498,asia,uzbekistan,cuidado personal,offline,alta,44804,149803578,44811,9063,81.73,56.67,740718.99,513600.21
c1454,africa,kuwait,snacks,offline,media,44391,145443809,44403,8910,152.58,97.44,1359487.8,868190.4
c8648,australia y oceania,federated states of micronesia,ropa,offline,critica,44660,864822137,44692,8943,109.28,35.84,977291.04,320517.12000000005
c8423,australia y oceania,samoa,material de oficina,online,alta,44265,842362391,44300,2606,651.21,524.96,1697053.26,1368045.76
c9328,africa,eritrea,snacks,online,baja,44092,932800900,44095,5370,152.58,97.44,819354.6000000001,523252.8
c2611,asia,singapore,alimento infantil,online,alta,44654,261186492,44664,9742,255.28,159.42,2486937.7600000002,1553069.64
c2728,africa,mauritania,domestico,offline,media,44523,272880494,44561,257,668.27,502.54,171745.38999999998,129152.78
c6835,asia,bhutan,ropa,online,alta,43981,683556735,43990,8483,109.28,35.84,927022.24,304030.72000000003
c8292,africa,republic of the congo,bebida,online,baja,44505,829201543,44515,8018,47.45,31.79,380454.10000000003,254892.22
c1161,europa,germany,bebida,online,media,44061,116113746,44075,9493,47.45,31.79,450442.85000000003,301782.47
c2709,africa,tunisia,cereales,offline,media,43896,270904672,43904,5567,205.7,117.11,1145131.9,651951.37
c3904,asia,myanmar,cereales,offline,media,43837,390498149,43856,5935,205.7,117.11,1220829.5,695047.85
c9921,europa,romania,cosmeticos,offline,media,43858,992130506,43893,2319,437.2,263.33,1013866.7999999999,610662.27
c8633,europa,greece,snacks,offline,critica,44602,863350570,44634,3474,152.58,97.44,530062.92,338506.56
c2120,africa,benin,cosmeticos,offline,baja,44770,212019670,44771,187,437.2,263.33,81756.4,49242.71
c2163,centroamerica y caribe,jamaica,material de oficina,online,critica,44778,216311633,44800,274,651.21,524.96,178431.54,143839.04
c7747,europa,liechtenstein,domestico,online,alta,44141,774712789,44176,3585,668.27,502.54,2395747.9499999997,1801605.9000000001
c9560,norteamerica,greenland,alimento infantil,online,critica,44091,956021964,44112,6999,255.28,159.42,1786704.72,1115780.5799999998
c3493,europa,romania,cosmeticos,online,alta,43916,349350488,43940,9428,437.2,263.33,4121921.6,2482675.2399999998
c4141,asia,china,cosmeticos,online,alta,44618,414122188,44643,6813,437.2,263.33,2978643.6,1794067.2899999998
c4300,australia y oceania,east timor,domestico,offline,baja,44213,430073392,44232,7129,668.27,502.54,4764096.83,3582607.66
c6472,europa,albania,cuidado personal,online,media,44518,647252929,44558,5380,81.73,56.67,439707.4,304884.60000000003
c9360,asia,laos,frutas,offline,alta,44367,936022126,44401,8602,9.33,6.92,80256.66,59525.84
c3370,africa,central african republic,material de oficina,offline,baja,44303,337054812,44340,864,651.21,524.96,562645.4400000001,453565.44000000006
c2113,europa,netherlands,carnicos,offline,critica,43975,211337316,44020,8263,421.89,364.69,3486077.07,3013433.47
c1901,australia y oceania,solomon islands,snacks,offline,media,44742,190168464,44788,3929,152.58,97.44,599486.8200000001,382841.76
c4251,africa,seychelles,ropa,offline,media,43937,425159585,43977,3024,109.28,35.84,330462.72000000003,108380.16
c2382,asia,kazakhstan,carnicos,online,baja,44780,238234508,44794,7740,421.89,364.69,3265428.6,2822700.6
c3716,europa,hungary,cosmeticos,offline,alta,44373,371629559,44393,2300,437.2,263.33,1005560,605659
c7378,asia,laos,alimento infantil,offline,baja,44664,737893569,44711,7960,255.28,159.42,2032028.8,1268983.2
c8698,africa,yemen,ropa,online,critica,44617,869887864,44666,8005,109.28,35.84,874786.4,286899.2
c3707,europa,russia,cuidado personal,offline,alta,43862,370786273,43877,2753,81.73,56.67,225002.69,156012.51
c2640,asia,philippines,cereales,offline,alta,44265,264075124,44266,4552,205.7,117.11,936346.3999999999,533084.72
c7435,australia y oceania,marshall islands,frutas,online,baja,44187,743553245,44187,2783,9.33,6.92,25965.39,19258.36
c7233,africa,burkina faso,cuidado personal,online,critica,44220,723331964,44238,8857,81.73,56.67,723882.61,501926.19
c9878,europa,kosovo,snacks,offline,media,44584,987835109,44633,1215,152.58,97.44,185384.7,118389.59999999999
c1417,asia,north korea,material de oficina,offline,alta,44599,141799008,44648,333,651.21,524.96,216852.93000000002,174811.68000000002
c4602,asia,bhutan,snacks,online,alta,44256,460272490,44271,3713,152.58,97.44,566529.54,361794.72
c2386,europa,switzerland,material de oficina,offline,media,44737,238616883,44744,893,651.21,524.96,581530.53,468789.28
c5425,africa,libya,cuidado personal,offline,alta,44759,542506015,44780,8440,81.73,56.67,689801.2000000001,478294.8
c2579,centroamerica y caribe,honduras,verduras,online,alta,44231,257926213,44250,4953,154.06,90.93,763059.18,450376.29000000004
c1411,africa,benin,alimento infantil,online,media,44775,141176307,44824,6061,255.28,159.42,1547252.08,966244.6199999999
c5688,africa,egypt,carnicos,online,media,43982,568867623,44004,9426,421.89,364.69,3976735.1399999997,3437567.94
c1879,europa,cyprus,bebida,online,media,44291,187923991,44333,9740,47.45,31.79,462163,309634.6
c8655,africa,morocco,cereales,online,alta,44108,865581738,44127,3726,205.7,117.11,766438.2,436351.86
c9393,europa,estonia,bebida,offline,alta,44600,939389693,44607,5140,47.45,31.79,243893.00000000003,163400.6
c1672,asia,south korea,alimento infantil,online,critica,43945,167209184,43967,9768,255.28,159.42,2493575.04,1557214.5599999998
c1772,asia,vietnam,cosmeticos,online,media,44124,177214038,44141,427,437.2,263.33,186684.4,112441.90999999999
c4178,africa,syria,snacks,offline,alta,44133,417890584,44141,1965,152.58,97.44,299819.7,191469.6
c4080,europa,luxembourg,ropa,online,baja,44678,408037650,44678,6263,109.28,35.84,684420.64,224465.92
c1867,centroamerica y caribe,cuba,cosmeticos,online,alta,44528,186766564,44542,7232,437.2,263.33,3161830.4,1904402.5599999998
c7635,asia,maldives,carnicos,offline,alta,44162,763501155,44167,5813,421.89,364.69,2452446.57,2119942.97
c9679,asia,taiwan,bebida,online,media,44206,967977750,44249,4982,47.45,31.79,236395.90000000002,158377.78
c6002,europa,bosnia and herzegovina,snacks,offline,critica,43868,600245177,43904,4742,152.58,97.44,723534.3600000001,462060.48
c8806,africa,afghanistan,cosmeticos,offline,baja,44589,880664765,44595,7129,437.2,263.33,3116798.8,1877279.5699999998
c3999,norteamerica,canada,cereales,online,media,44306,399910342,44320,1212,205.7,117.11,249308.4,141937.32
c9689,africa,qatar,carnicos,offline,media,44231,968968236,44263,8088,421.89,364.69,3412246.32,2949612.72
c8691,europa,malta,verduras,offline,baja,44159,869137275,44180,5889,154.06,90.93,907259.34,535486.77
c7020,africa,bahrain,verduras,online,critica,44031,702028787,44037,4773,154.06,90.93,735328.38,434008.89
c2395,africa,zambia,frutas,offline,baja,44458,239566600,44459,1935,9.33,6.92,18053.55,13390.2
c6739,asia,bangladesh,ropa,online,critica,44109,673987042,44142,6598,109.28,35.84,721029.4400000001,236472.32000000004
c5678,africa,egypt,carnicos,offline,media,44409,567838943,44422,5017,421.89,364.69,2116622.13,1829649.73
c8039,asia,japan,ropa,online,critica,44843,803983628,44866,5477,109.28,35.84,598526.56,196295.68000000002
c5355,centroamerica y caribe,jamaica,cosmeticos,offline,media,44521,535594928,44547,3296,437.2,263.33,1441011.2,867935.6799999999
c3361,africa,namibia,alimento infantil,online,media,44787,336159169,44790,5823,255.28,159.42,1486495.44,928302.6599999999
c8494,australia y oceania,federated states of micronesia,carnicos,offline,critica,44521,849475181,44542,7438,421.89,364.69,3138017.82,2712564.22
c5396,africa,iran,ropa,offline,media,44840,539654290,44852,4552,109.28,35.84,497442.56,163143.68000000002
c6411,asia,malaysia,cereales,online,alta,44397,641120326,44442,606,205.7,117.11,124654.2,70968.66
c2086,asia,tajikistan,verduras,offline,critica,44078,208609616,44079,1076,154.06,90.93,165768.56,97840.68000000001
c1671,africa,iran,carnicos,offline,alta,44397,167170989,44399,8465,421.89,364.69,3571298.85,3087100.85
c1621,australia y oceania,samoa,carnicos,online,critica,43924,162165772,43957,7311,421.89,364.69,3084437.79,2666248.59
c8092,africa,botswana,cosmeticos,online,critica,43987,809267795,44002,9179,437.2,263.33,4013058.8,2417106.07
c5444,europa,austria,alimento infantil,online,critica,43973,544463384,44007,7669,255.28,159.42,1957742.32,1222591.98
c5740,africa,syria,bebida,online,alta,43938,574051368,43952,3411,47.45,31.79,161851.95,108435.69
c8246,africa,senegal,frutas,online,critica,44084,824643075,44127,9066,9.33,6.92,84585.78,62736.72
c3931,africa,mauritius,cuidado personal,offline,media,44238,393162333,44284,4326,81.73,56.67,353563.98000000004,245154.42
c6968,africa,cote d'ivoire,frutas,online,alta,44375,696845471,44385,915,9.33,6.92,8536.95,6331.8
c5232,centroamerica y caribe,belize,ropa,offline,alta,44092,523241317,44107,7588,109.28,35.84,829216.64,271953.92000000004
c9802,africa,morocco,cereales,offline,baja,44180,980211198,44180,5131,205.7,117.11,1055446.7,600891.41
c5459,australia y oceania,australia,domestico,online,baja,44009,545928943,44053,1361,668.27,502.54,909515.47,683956.9400000001
c9188,africa,senegal,verduras,online,baja,44140,918880879,44178,6127,154.06,90.93,943925.62,557128.11
c2678,centroamerica y caribe,antigua and barbuda,verduras,offline,alta,44760,267865836,44772,6308,154.06,90.93,971810.48,573586.4400000001
c8819,europa,poland,material de oficina,online,alta,44112,881995141,44124,817,651.21,524.96,532038.5700000001,428892.32
c6206,europa,kosovo,cuidado personal,online,critica,44244,620692622,44261,5595,81.73,56.67,457279.35000000003,317068.65
c5636,asia,malaysia,carnicos,online,media,44215,563694608,44238,8616,421.89,364.69,3635004.2399999998,3142169.04
c9610,centroamerica y caribe,guatemala,bebida,online,alta,44799,961049926,44813,4885,47.45,31.79,231793.25,155294.15
c7831,australia y oceania,vanuatu,material de oficina,online,baja,44828,783119904,44864,1437,651.21,524.96,935788.77,754367.52
c8705,centroamerica y caribe,nicaragua,cuidado personal,online,alta,44847,870578372,44871,2341,81.73,56.67,191329.93000000002,132664.47
c7844,africa,lesotho,snacks,offline,media,44503,784411656,44529,3695,152.58,97.44,563783.1000000001,360040.8
c1559,asia,turkmenistan,domestico,offline,critica,44114,155918586,44142,8629,668.27,502.54,5766501.83,4336417.66
c9367,africa,saudi arabia,cosmeticos,offline,critica,44142,936710488,44173,2304,437.2,263.33,1007308.7999999999,606712.32
c6487,asia,japan,snacks,online,media,44675,648711192,44697,6912,152.58,97.44,1054632.9600000002,673505.28
c9341,europa,latvia,domestico,online,critica,43862,934157025,43864,6678,668.27,502.54,4462707.06,3355962.12
c8055,norteamerica,greenland,ropa,online,critica,44692,805596816,44704,2855,109.28,35.84,311994.4,102323.20000000001
c6958,centroamerica y caribe,costa rica,cereales,online,alta,44042,695891892,44046,8730,205.7,117.11,1795761,1022370.3
c2082,asia,japan,cuidado personal,offline,baja,44675,208216083,44694,4621,81.73,56.67,377674.33,261872.07
c3660,europa,cyprus,cereales,offline,critica,44280,366055715,44291,2875,205.7,117.11,591387.5,336691.25
c4632,africa,pakistan,carnicos,online,baja,44350,463209617,44374,2874,421.89,364.69,1212511.8599999999,1048119.0599999999
c3137,europa,monaco,cosmeticos,online,media,44433,313789117,44446,6028,437.2,263.33,2635441.6,1587353.24
c7022,asia,china,cereales,offline,critica,44748,702218043,44771,779,205.7,117.11,160240.3,91228.69
c2332,australia y oceania,new zealand,carnicos,online,alta,44618,233232724,44628,7601,421.89,364.69,3206785.8899999997,2772008.69
c2818,centroamerica y caribe,guatemala,alimento infantil,offline,baja,44032,281881988,44054,3999,255.28,159.42,1020864.72,637520.58
c9435,africa,libya,snacks,online,media,44171,943527162,44187,9509,152.58,97.44,1450883.2200000002,926556.96
c5838,europa,liechtenstein,carnicos,offline,media,44797,583842074,44838,699,421.89,364.69,294901.11,254918.31
c7888,africa,democratic republic of the congo,alimento infantil,online,alta,44776,788813054,44782,6167,255.28,159.42,1574311.76,983143.1399999999
c5147,asia,mongolia,cuidado personal,online,critica,44685,514738929,44697,1543,81.73,56.67,126109.39,87441.81
c1382,europa,bosnia and herzegovina,frutas,offline,media,44203,138231027,44224,4487,9.33,6.92,41863.71,31050.04
c1062,centroamerica y caribe,cuba,cereales,online,critica,44725,106213176,44757,9694,205.7,117.11,1994055.7999999998,1135264.34
c4859,asia,bhutan,snacks,offline,media,44657,485921704,44666,3885,152.58,97.44,592773.3,378554.39999999997
c5149,asia,laos,material de oficina,online,alta,44122,514905440,44126,817,651.21,524.96,532038.5700000001,428892.32
c8510,asia,turkmenistan,cuidado personal,online,baja,44431,851025712,44466,6275,81.73,56.67,512855.75,355604.25
c4224,australia y oceania,papua new guinea,alimento infantil,offline,baja,44432,422456347,44434,3076,255.28,159.42,785241.28,490375.92
c4776,africa,qatar,cosmeticos,offline,alta,44164,477683675,44188,6069,437.2,263.33,2653366.8,1598149.77
c5355,australia y oceania,palau,ropa,online,baja,44335,535506522,44341,7135,109.28,35.84,779712.8,255718.40000000002
c6350,asia,philippines,cereales,online,baja,44757,635036218,44773,184,205.7,117.11,37848.799999999996,21548.24
c8856,australia y oceania,papua new guinea,carnicos,offline,baja,44865,885696589,44876,6158,421.89,364.69,2597998.62,2245761.02
c1172,africa,liberia,verduras,offline,baja,44241,117223966,44252,8031,154.06,90.93,1237255.86,730258.8300000001
c8296,africa,iran,ropa,offline,alta,44181,829667174,44205,5809,109.28,35.84,634807.52,208194.56000000003
c6433,centroamerica y caribe,guatemala,bebida,offline,critica,44040,643387544,44063,1527,47.45,31.79,72456.15000000001,48543.33
c8490,australia y oceania,tuvalu,snacks,offline,baja,43839,849058902,43855,4252,152.58,97.44,648770.16,414314.88
c5576,asia,philippines,material de oficina,offline,baja,44792,557667577,44819,5083,651.21,524.96,3310100.43,2668371.68
c7505,asia,singapore,ropa,offline,critica,44607,750512397,44624,2151,109.28,35.84,235061.28,77091.84000000001
c2292,asia,laos,verduras,online,media,44268,229204690,44280,5616,154.06,90.93,865200.96,510662.88000000006
c5656,europa,montenegro,frutas,offline,alta,44387,565668284,44411,2671,9.33,6.92,24920.43,18483.32
c2521,centroamerica y caribe,barbados,snacks,offline,media,44674,252139508,44704,2538,152.58,97.44,387248.04000000004,247302.72
c5511,africa,egypt,snacks,offline,alta,44470,551167190,44513,1474,152.58,97.44,224902.92,143626.56
c5456,africa,sudan,domestico,offline,critica,44302,545612657,44345,7765,668.27,502.54,5189116.55,3902223.1
c2886,africa,democratic republic of the congo,snacks,offline,baja,44323,288649737,44367,6727,152.58,97.44,1026405.66,655478.88
c3537,centroamerica y caribe,cuba,cuidado personal,online,baja,44834,353764760,44861,5709,81.73,56.67,466596.57,323529.03
c4847,africa,ghana,frutas,offline,media,44717,484756553,44726,9091,9.33,6.92,84819.03,62909.72
c9457,europa,poland,bebida,online,media,44042,945736443,44063,3285,47.45,31.79,155873.25,104430.15
c2711,africa,saudi arabia,bebida,offline,baja,44594,271128261,44627,1732,47.45,31.79,82183.40000000001,55060.28
c2156,centroamerica y caribe,barbados,alimento infantil,offline,baja,44130,215668332,44156,9907,255.28,159.42,2529058.96,1579373.94
c8044,europa,bosnia and herzegovina,frutas,online,alta,44205,804405486,44228,314,9.33,6.92,2929.62,2172.88
c7827,africa,lebanon,carnicos,online,media,44434,782701051,44440,7489,421.89,364.69,3159534.21,2731163.41
c7662,europa,latvia,domestico,offline,critica,44058,766228854,44107,3000,668.27,502.54,2004810,1507620
c9909,australia y oceania,australia,frutas,online,media,44551,990975224,44588,445,9.33,6.92,4151.85,3079.4
c8632,africa,jordan,cereales,online,media,43881,863238990,43924,455,205.7,117.11,93593.5,53285.05
c3096,europa,united kingdom,cuidado personal,offline,media,44338,309631478,44343,5690,81.73,56.67,465043.7,322452.3
c2270,centroamerica y caribe,haiti,verduras,offline,baja,44705,227076518,44755,5843,154.06,90.93,900172.58,531303.99
c2328,asia,south korea,cuidado personal,online,critica,43913,232810437,43927,2637,81.73,56.67,215522.01,149438.79
c9143,africa,niger,bebida,online,critica,44691,914382064,44718,4827,47.45,31.79,229041.15000000002,153450.33
c6796,africa,mozambique,verduras,online,critica,44698,679652726,44725,3200,154.06,90.93,492992,290976
c7067,europa,armenia,cereales,online,baja,44349,706796252,44393,5572,205.7,117.11,1146160.4,652536.92
c8942,europa,iceland,frutas,online,media,44204,894298970,44222,1793,9.33,6.92,16728.69,12407.56
c3109,centroamerica y caribe,panama,bebida,online,baja,44449,310959708,44481,8743,47.45,31.79,414855.35000000003,277939.97
c3458,europa,switzerland,bebida,offline,baja,44374,345889794,44402,5331,47.45,31.79,252955.95,169472.49
c6585,africa,mauritius,frutas,online,alta,43936,658513057,43974,7502,9.33,6.92,69993.66,51913.84
c5285,europa,andorra,material de oficina,online,media,44283,528565824,44289,3228,651.21,524.96,2102105.88,1694570.8800000001
c2060,asia,bangladesh,material de oficina,online,alta,44102,206096923,44119,7514,651.21,524.96,4893191.94,3944549.4400000004
c4614,australia y oceania,tonga,ropa,online,baja,44311,461467683,44327,7397,109.28,35.84,808344.16,265108.48000000004
c3353,centroamerica y caribe,jamaica,bebida,online,alta,44412,335351932,44452,6944,47.45,31.79,329492.80000000005,220749.75999999998
c2887,africa,israel,verduras,online,media,44053,288735997,44088,2253,154.06,90.93,347097.18,204865.29
c8529,europa,france,cuidado personal,offline,critica,44595,852918708,44634,6454,81.73,56.67,527485.42,365748.18
c3795,africa,benin,snacks,offline,critica,44411,379511392,44411,4709,152.58,97.44,718499.2200000001,458844.95999999996
c8904,asia,philippines,verduras,offline,media,44636,890437877,44644,9210,154.06,90.93,1418892.6,837465.3
c4279,europa,slovakia,frutas,offline,alta,44460,427934491,44473,4180,9.33,6.92,38999.4,28925.6
c7045,asia,laos,domestico,offline,alta,44786,704550063,44791,875,668.27,502.54,584736.25,439722.5
c3531,australia y oceania,nauru,carnicos,online,critica,44577,353145921,44615,2580,421.89,364.69,1088476.2,940900.2
c7768,africa,benin,snacks,online,media,44509,776895892,44509,9614,152.58,97.44,1466904.12,936788.16
c2992,centroamerica y caribe,guatemala,verduras,online,critica,44361,299286305,44411,4323,154.06,90.93,666001.38,393090.39
c9141,centroamerica y caribe,belize,snacks,online,alta,44578,914115989,44604,6090,152.58,97.44,929212.2000000001,593409.6
c6354,africa,tunisia,alimento infantil,offline,critica,44711,635496270,44747,6323,255.28,159.42,1614135.44,1008012.6599999999
c2478,africa,republic of the congo,carnicos,offline,alta,43934,247850978,43959,3467,421.89,364.69,1462692.63,1264380.23
c1559,australia y oceania,kiribati,ropa,offline,baja,44702,155916440,44752,7994,109.28,35.84,873584.3200000001,286504.96
c8347,europa,albania,verduras,offline,baja,43872,834741485,43878,7410,154.06,90.93,1141584.6,673791.3
c5796,australia y oceania,palau,carnicos,online,baja,44714,579687440,44717,1250,421.89,364.69,527362.5,455862.5
c4564,africa,angola,cuidado personal,online,alta,43857,456428134,43896,6083,81.73,56.67,497163.59,344723.61
c2509,africa,swaziland,snacks,offline,media,44343,250949895,44366,505,152.58,97.44,77052.90000000001,49207.2
c7195,centroamerica y caribe,barbados,verduras,online,baja,44660,719551551,44665,149,154.06,90.93,22954.94,13548.570000000002
c4388,europa,sweden,cosmeticos,online,critica,44489,438844430,44537,2674,437.2,263.33,1169072.8,704144.4199999999
c7557,africa,zambia,verduras,online,critica,44180,755752360,44230,2773,154.06,90.93,427208.38,252148.89
c8375,africa,sierra leone,ropa,online,critica,44228,837511670,44255,7169,109.28,35.84,783428.3200000001,256936.96000000002
c8216,africa,sierra leone,cosmeticos,offline,media,44754,821671187,44784,9619,437.2,263.33,4205426.8,2532971.27
c4660,europa,andorra,verduras,online,media,43938,466092240,43964,5906,154.06,90.93,909878.36,537032.5800000001
c4989,africa,seychelles,alimento infantil,offline,media,44804,498948657,44820,8850,255.28,159.42,2259228,1410867
c3687,europa,andorra,domestico,online,baja,44260,368726766,44279,3299,668.27,502.54,2204622.73,1657879.46
c4942,centroamerica y caribe,costa rica,bebida,offline,baja,44058,494225394,44098,1132,47.45,31.79,53713.4,35986.28
c9145,africa,burundi,cosmeticos,offline,baja,44007,914555871,44054,6261,437.2,263.33,2737309.1999999997,1648709.13
c8391,australia y oceania,fiji,ropa,online,media,44589,839142024,44635,9627,109.28,35.84,1052038.56,345031.68000000005
c8977,norteamerica,canada,bebida,online,media,44342,897720181,44349,4206,47.45,31.79,199574.7,133708.74
c8903,asia,philippines,bebida,offline,critica,44560,890339171,44601,1,47.45,31.79,47.45,31.79
c2373,asia,turkmenistan,snacks,offline,baja,44599,237360322,44616,9049,152.58,97.44,1380696.4200000002,881734.5599999999
c2294,europa,ukraine,ropa,online,alta,44480,229457461,44526,417,109.28,35.84,45569.76,14945.28
c8776,asia,indonesia,cuidado personal,online,media,44375,877616918,44375,5203,81.73,56.67,425241.19,294854.01
c4631,africa,sao tome and principe,verduras,offline,baja,44076,463137519,44118,1539,154.06,90.93,237098.34,139941.27000000002
c4876,asia,indonesia,cuidado personal,online,critica,44571,487630593,44617,9584,81.73,56.67,783300.3200000001,543125.28
c7230,asia,india,verduras,online,critica,44380,723019969,44404,6531,154.06,90.93,1006165.86,593863.8300000001
c5615,africa,israel,alimento infantil,online,media,44261,561541974,44265,1604,255.28,159.42,409469.12,255709.68
c3657,africa,qatar,verduras,online,alta,44596,365745437,44596,1057,154.06,90.93,162841.42,96113.01000000001
c1184,africa,liberia,domestico,offline,alta,44869,118491685,44909,3178,668.27,502.54,2123762.06,1597072.12
c7729,africa,south sudan,domestico,online,alta,44190,772954547,44230,3282,668.27,502.54,2193262.14,1649336.28
c2026,europa,latvia,verduras,online,media,43903,202620351,43932,8719,154.06,90.93,1343249.1400000001,792818.67
c8512,centroamerica y caribe,saint lucia,frutas,offline,baja,43933,851287925,43957,3869,9.33,6.92,36097.77,26773.48
c2830,africa,mali,verduras,offline,critica,44352,283068597,44360,5143,154.06,90.93,792330.58,467652.99000000005
c6323,europa,portugal,bebida,offline,media,44857,632386195,44907,5983,47.45,31.79,283893.35000000003,190199.57
c9539,asia,malaysia,snacks,online,critica,44247,953977048,44277,1863,152.58,97.44,284256.54000000004,181530.72
c3728,europa,spain,cosmeticos,online,baja,44078,372889983,44099,5287,437.2,263.33,2311476.4,1392225.71
c3344,europa,slovenia,ropa,offline,media,43966,334486329,43973,793,109.28,35.84,86659.04000000001,28421.120000000003
c5544,africa,jordan,verduras,offline,media,44194,554439914,44204,9946,154.06,90.93,1532280.76,904389.78
c3687,centroamerica y caribe,honduras,domestico,online,media,44150,368737065,44166,6347,668.27,502.54,4241509.6899999995,3189621.3800000004
c9836,africa,lebanon,material de oficina,online,baja,43889,983676612,43939,624,651.21,524.96,406355.04000000004,327575.04000000004
c5258,africa,tunisia,cereales,online,media,44657,525869882,44703,5439,205.7,117.11,1118802.3,636961.29
c7922,europa,romania,frutas,offline,alta,44193,792240703,44225,484,9.33,6.92,4515.72,3349.2799999999997
c5000,europa,netherlands,cereales,offline,alta,44560,500025403,44607,7483,205.7,117.11,1539253.0999999999,876334.13
c2367,africa,azerbaijan,frutas,online,baja,44311,236772811,44327,5191,9.33,6.92,48432.03,35921.72
c2103,europa,slovenia,domestico,online,media,44238,210344254,44270,4394,668.27,502.54,2936378.38,2208160.7600000002
c6989,africa,chad,ropa,online,critica,44754,698913562,44775,2909,109.28,35.84,317895.52,104258.56000000001
c7009,australia y oceania,nauru,verduras,online,media,44333,700967061,44360,585,154.06,90.93,90125.1,53194.05
c1853,africa,kenya,ropa,offline,baja,44204,185303580,44234,4302,109.28,35.84,470122.56,154183.68000000002
c5410,centroamerica y caribe,jamaica,cuidado personal,online,alta,44701,541034448,44723,2971,81.73,56.67,242819.83000000002,168366.57
c5275,europa,bosnia and herzegovina,alimento infantil,offline,baja,44737,527583491,44773,2534,255.28,159.42,646879.52,403970.27999999997
c3246,centroamerica y caribe,antigua and barbuda,cuidado personal,offline,critica,44417,324687039,44433,965,81.73,56.67,78869.45,54686.55
c1823,europa,romania,cosmeticos,online,media,44513,182393920,44561,3269,437.2,263.33,1429206.8,860825.7699999999
c8710,asia,kazakhstan,frutas,offline,critica,43859,871065461,43884,6482,9.33,6.92,60477.06,44855.44
c5313,africa,burkina faso,material de oficina,offline,alta,44043,531375491,44077,4671,651.21,524.96,3041801.91,2452088.16
